"Lake","year","raster_cell_count_Open Water","raster_cell_count_Perennial Ice/Snow","raster_cell_count_Barren Land (Rock/Sand/Clay)","raster_cell_count_Evergreen Forest","raster_cell_count_Shrub/Scrub","raster_cell_count_Grassland/Herbaceous","raster_cell_count_Woody Wetlands","raster_cell_count_Emergent Herbaceous Wetlands","raster_cell_count_Developed, Open Space","raster_cell_count_Developed, Low Intensity","raster_cell_count_Deciduous Forest","percent_of_ws_Open Water","percent_of_ws_Perennial Ice/Snow","percent_of_ws_Barren Land (Rock/Sand/Clay)","percent_of_ws_Evergreen Forest","percent_of_ws_Shrub/Scrub","percent_of_ws_Grassland/Herbaceous","percent_of_ws_Woody Wetlands","percent_of_ws_Emergent Herbaceous Wetlands","percent_of_ws_Developed, Open Space","percent_of_ws_Developed, Low Intensity","percent_of_ws_Deciduous Forest","total_percent"
"AVALANCHE_LAKE","1985",41,360.476284049451,2549.01520668814,373.781050280813,299.394086364657,392.170282566454,19.1728195101023,2,0,0,0,1.01560320013683,8.929289454977,63.1411707587787,9.25885928818782,7.41623395643875,9.71437546275749,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1986",38,360.476284049451,2551.01520668814,373.781050280813,299.394086364657,393.170282566454,19.1728195101023,2,0,0,0,0.941290770858528,8.929289454977,63.1907123782976,9.25885928818782,7.41623395643875,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1987",32,360.476284049451,2552.01520668814,376.781050280813,300.394086364657,394.170282566454,19.1728195101023,2,0,0,0,0.792665912301918,8.929289454977,63.215483188057,9.33317171746612,7.44100476619818,9.76391708227636,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1988",31,360.476284049451,2553.01520668814,376.781050280813,301.394086364657,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.33317171746612,7.46577557595762,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1989",31,360.476284049451,2553.01520668814,376.781050280813,301.394086364657,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.33317171746612,7.46577557595762,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1990",31,360.476284049451,2553.01520668814,376.781050280813,301.394086364657,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.33317171746612,7.46577557595762,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1991",31,360.476284049451,2553.01520668814,376.781050280813,301.394086364657,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.33317171746612,7.46577557595762,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1992",31,360.476284049451,2553.01520668814,376.781050280813,301.394086364657,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.33317171746612,7.46577557595762,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1993",31,360.476284049451,2553.01520668814,376.781050280813,301.394086364657,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.33317171746612,7.46577557595762,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1994",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1995",30,360.476284049451,2554.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.743124292783049,8.929289454977,63.2650248075759,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1996",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1997",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1998",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","1999",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2000",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2001",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2002",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2003",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2004",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2005",31,360.476284049451,2553.01520668814,377.355281666998,300.819854978472,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2402539978165,9.3473958938912,7.45155139953254,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2006",31,360.476284049451,2554.01520668814,377.929513053183,299.245623592287,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2650248075759,9.36162007031628,7.41255641334803,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2007",31,360.476284049451,2555.01520668814,377.929513053183,298.245623592287,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2897956173353,9.36162007031628,7.38778560358859,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2008",31,360.476284049451,2555.01520668814,377.929513053183,298.245623592287,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2897956173353,9.36162007031628,7.38778560358859,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2009",30,360.476284049451,2556.01520668814,377.929513053183,298.245623592287,393.170282566454,19.1728195101023,2,0,0,0,0.743124292783049,8.929289454977,63.3145664270948,9.36162007031628,7.38778560358859,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2010",30,360.476284049451,2556.01520668814,377.929513053183,298.245623592287,393.170282566454,19.1728195101023,2,0,0,0,0.743124292783049,8.929289454977,63.3145664270948,9.36162007031628,7.38778560358859,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2011",31,360.476284049451,2555.01520668814,378.929513053183,297.245623592287,393.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.2897956173353,9.38639088007571,7.36301479382916,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2012",30,360.476284049451,2556.01520668814,380.503744439367,295.671392206103,393.170282566454,19.1728195101023,2,0,0,0,0.743124292783049,8.929289454977,63.3145664270948,9.42538586626023,7.32401980764465,9.73914627251692,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2013",31,360.476284049451,2557.01520668814,384.503744439367,290.671392206103,392.170282566454,19.1728195101023,2,0,0,0,0.767895102542483,8.929289454977,63.3393372368542,9.52446910529797,7.20016575884747,9.71437546275749,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2014",30,360.476284049451,2562.01520668814,389.503744439367,293.671392206103,380.170282566454,19.1728195101023,2,0,0,0,0.743124292783049,8.929289454977,63.4631912856514,9.64832315409514,7.27447818812577,9.41712574564427,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2015",30,360.476284049451,2565.01520668814,389.503744439367,291.671392206103,379.170282566454,19.1728195101023,2,0,0,0,0.743124292783049,8.929289454977,63.5375037149297,9.64832315409514,7.22493656860691,9.39235493588483,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2016",28,360.476284049451,2568.19973337004,393.319217757467,288.671392206103,377.170282566454,19.1728195101023,2,0,0,0,0.693582673264179,8.929289454977,63.6163870195409,9.74283551779999,7.1506241393286,9.34281331636596,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2017",29,360.476284049451,2568.19973337004,395.319217757467,286.671392206103,376.170282566454,19.1728195101023,2,0,0,0,0.718353483023614,8.929289454977,63.6163870195409,9.79237713731886,7.10108251980973,9.31804250660653,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2018",30,360.476284049451,2571.19973337004,395.319217757467,286.671392206103,372.170282566454,19.1728195101023,2,0,0,0,0.743124292783049,8.929289454977,63.6906994488192,9.79237713731886,7.10108251980973,9.21895926756879,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
"AVALANCHE_LAKE","2019",30,360.476284049451,2571.19973337004,395.319217757467,286.671392206103,372.170282566454,19.1728195101023,2,0,0,0,0.743124292783049,8.929289454977,63.6906994488192,9.79237713731886,7.10108251980973,9.21895926756879,0.474926264636726,0.0495416195188699,0,0,0,100.000000005432
